UNINUMBR,YEAR,CERT,BRNUM
189599,2024,1487,2
1896,2022,3076,127
1896,2023,3076,127
1896,2024,3076,127
189600,2022,1487,3
189600,2023,1487,3
189600,2024,1487,3
189601,2022,1487,4
189601,2023,1487,4
189601,2024,1487,4
189602,2022,1487,5
189602,2023,1487,5
189602,2024,1487,5
189604,2022,1487,10
189604,2023,1487,10
189604,2024,1487,10
189607,2022,1487,18
189607,2023,1487,18
189607,2024,1487,18
189608,2022,1487,20
189608,2023,1487,20
189608,2024,1487,20
189613,2022,9846,948
189613,2023,9846,948
189613,2024,9846,948
189616,2022,3511,3785
189616,2023,3511,3785
189616,2024,3511,3785
189617,2022,3511,3786
189617,2023,3511,3786
189617,2024,3511,3786
189620,2022,3363,18
189620,2023,58629,40
189620,2024,58629,40
189622,2022,983,534
189622,2023,983,534
189622,2024,983,534
189623,2022,983,535
189623,2023,983,535
189623,2024,983,535
189627,2022,983,576
189627,2023,983,576
189627,2024,983,576
189629,2022,983,582
189629,2023,983,582
189629,2024,983,582
189631,2022,983,584
189631,2023,983,584
189631,2024,983,584
189633,2022,17266,388
189633,2023,17266,388
189633,2024,17266,388
189634,2022,17266,389
189634,2023,17266,389
189634,2024,17266,389
189637,2022,17266,391
189637,2023,17266,391
189637,2024,17266,391
189639,2022,17266,393
189639,2023,17266,393
189639,2024,17266,393
189640,2022,17266,394
189640,2023,17266,394
189640,2024,17266,394
189647,2022,17266,396
189647,2023,17266,396
189647,2024,17266,396
189651,2022,5296,122
189651,2023,5296,122
189651,2024,5296,122
189663,2022,11236,21
189663,2023,11236,21
189663,2024,11236,21
189667,2022,30788,261
189667,2023,30788,261
189667,2024,30788,261
189671,2022,1527,1
189671,2023,1527,1
189671,2024,1527,1
189672,2022,1527,3
189672,2023,1527,3
189672,2024,1527,3
189673,2022,1527,4
189673,2023,1527,4
189673,2024,1527,4
189674,2022,1528,1
189674,2023,1528,1
189674,2024,1528,1
189676,2022,1528,3
189676,2023,1528,3
189676,2024,1528,3
189677,2022,11813,190
189677,2023,11813,190
189677,2024,11813,190
189688,2022,628,5023
189688,2023,628,5023
189688,2024,628,5023
189689,2022,3511,1901
189689,2023,3511,1901
189689,2024,3511,1901
189690,2022,3511,1902
189690,2023,3511,1902
189690,2024,3511,1902
189692,2022,628,5025
189692,2023,628,5025
189692,2024,628,5025
189693,2022,3511,1905
189693,2023,3511,1905
189693,2024,3511,1905
189694,2022,3511,1906
189694,2023,3511,1906
189694,2024,3511,1906
189695,2022,2270,384
189695,2023,2270,384
189695,2024,2270,384
189696,2022,628,5026
189696,2023,628,5026
189696,2024,628,5026
189697,2022,3511,1909
189697,2023,3511,1909
189697,2024,3511,1909
1897,2022,3511,4254
1897,2023,3511,4254
1897,2024,3511,4254
189726,2022,628,5024
189726,2023,628,5024
189726,2024,628,5024
189730,2022,3511,1886
189730,2023,3511,1886
189730,2024,3511,1886
189737,2022,628,5001
189737,2023,628,5001
189737,2024,628,5001
189741,2022,1536,2
189741,2023,1536,2
189741,2024,1536,2
189742,2022,1536,10
189742,2023,1536,10
189742,2024,1536,10
189743,2022,983,490
189743,2023,983,490
189743,2024,983,490
189744,2022,23754,1
189744,2023,35331,1
189744,2024,35331,1
189747,2022,983,492
189747,2023,983,492
189747,2024,983,492
189748,2022,983,493
189748,2023,983,493
189748,2024,983,493
189751,2022,983,494
189751,2023,983,494
189751,2024,983,494
189752,2022,983,495
189752,2023,983,495
189752,2024,983,495
189759,2022,983,496
189759,2023,983,496
189759,2024,983,496
189770,2022,1545,1
189770,2023,1545,1
189770,2024,1545,1
189772,2022,1545,4
189772,2023,1545,4
189772,2024,1545,4
189773,2022,14208,4
189773,2023,14208,4
189773,2024,14208,4
189774,2022,33552,3
189774,2023,33552,3
189774,2024,33552,3
189775,2022,1547,1
189775,2023,1547,1
189775,2024,1547,1
189778,2022,19300,38
189778,2023,19300,38
189778,2024,19300,38
189781,2022,6548,556
189781,2023,6548,556
189781,2024,6548,556
189788,2022,6548,953
189788,2023,6548,953
189788,2024,6548,953
189790,2022,6548,955
189790,2023,6548,955
189790,2024,6548,955
189792,2022,6548,1027
189792,2023,6548,1027
189792,2024,6548,1027
189793,2022,6548,1028
189793,2023,6548,1028
189793,2024,6548,1028
189794,2022,6548,1029
189794,2023,6548,1029
189794,2024,6548,1029
189796,2022,6548,1031
189796,2023,6548,1031
189796,2024,6548,1031
189797,2022,6548,1032
189797,2023,6548,1032
189797,2024,6548,1032
189798,2022,6548,1033
189798,2023,6548,1033
189798,2024,6548,1033
1898,2022,16980,1
1898,2023,16980,1
1898,2024,16980,1
189801,2022,6548,1036
189801,2023,6548,1036
189801,2024,6548,1036
189804,2022,6548,1039
189804,2023,6548,1039
189804,2024,6548,1039
189807,2022,1550,5
189807,2023,1550,5
189807,2024,1550,5
189809,2022,1552,2
189809,2023,1552,2
189809,2024,1552,2
189813,2022,1556,1
189813,2023,1556,1
189813,2024,1556,1
189814,2022,2720,74
189814,2023,2720,74
189814,2024,2720,74
189815,2022,2720,75
189815,2023,2720,75
189815,2024,2720,75
189816,2022,2720,76
189816,2023,2720,76
189816,2024,2720,76
189818,2022,14735,10
189822,2022,1562,3
189822,2023,1562,3
189822,2024,1562,3
189824,2022,1566,2
189824,2023,1566,2
189824,2024,1566,2
189830,2022,6384,1949
189830,2023,6384,1949
189830,2024,6384,1949
189835,2022,29950,614
189838,2022,29950,685
189838,2023,29950,685
189838,2024,29950,685
189850,2022,29950,577
189850,2023,29950,577
189857,2022,57957,337
189857,2023,57957,337
189857,2024,57957,337
189867,2022,57097,3
189867,2023,57097,3
189867,2024,57097,3
189868,2022,57097,4
189868,2023,57097,4
189868,2024,57097,4
189869,2022,1014,9
189869,2023,1014,9
189869,2024,1014,9
189870,2022,1014,10
189870,2023,1014,10
189870,2024,1014,10
189874,2022,983,416
189874,2023,983,416
189877,2022,983,421
189877,2023,983,421
189877,2024,983,421
189878,2022,983,422
189878,2023,983,422
189878,2024,983,422
189888,2022,34598,13
189888,2023,34598,13
189888,2024,34598,13
189890,2022,34598,16
189890,2023,34598,16
189890,2024,34598,16
189899,2022,16307,11
189899,2023,16307,11
189899,2024,16307,11
189900,2022,1604,1
189900,2023,1604,1
189900,2024,1604,1
189903,2022,1607,1
189903,2023,1607,1
189903,2024,1607,1
189904,2022,1607,2
189904,2023,1607,2
189904,2024,1607,2
189905,2022,1609,1
189905,2023,1609,1
189905,2024,1609,1
189906,2022,1610,1
189906,2023,1610,1
189906,2024,1610,1
189909,2022,1616,1
189909,2023,1616,1
189909,2024,1616,1
189910,2022,1617,1
189910,2023,1617,1
189910,2024,1617,1
189911,2022,1617,2
189911,2023,1617,2
189911,2024,1617,2
189915,2022,1617,38
189915,2023,1617,38
189915,2024,1617,38
189924,2022,24998,70
189924,2023,24998,70
189924,2024,24998,70
189925,2022,24998,71
189927,2022,1635,1
189927,2023,1635,1
189927,2024,25858,86
189928,2022,1635,2
189928,2023,1635,2
189928,2024,25858,87
189929,2022,1635,4
189929,2023,1635,4
189929,2024,25858,88
189931,2022,8728,318
189931,2023,8728,318
189931,2024,8728,318
189932,2022,1639,1
189932,2023,1639,1
189932,2024,1639,1
189944,2022,12633,106
189944,2023,12633,106
189944,2024,12633,106
189946,2022,28930,3
189946,2023,28930,3
189946,2024,28930,3
189949,2022,12616,5
189949,2023,12616,5
189949,2024,12616,5
189950,2022,28332,129
189950,2023,28332,129
189950,2024,28332,129
189951,2022,28332,130
189951,2023,28332,130
189951,2024,28332,130
189952,2022,28332,131
189952,2023,28332,131
189952,2024,28332,131
189955,2022,10634,76
189955,2023,10634,76
189955,2024,10634,76
189956,2022,10634,77
189956,2023,10634,77
189956,2024,10634,77
189958,2022,10634,78
189958,2023,10634,78
189959,2022,8728,302
189959,2023,8728,302
189959,2024,8728,302
189961,2022,8728,304
189961,2023,8728,304
189961,2024,8728,304
189962,2022,1654,1
189962,2023,1654,1
189962,2024,1654,1
189963,2022,1654,2
189963,2023,1654,2
189963,2024,1654,2
189965,2022,1654,4
189965,2023,1654,4
189965,2024,1654,4
189966,2022,1655,1
189966,2023,1655,1
189966,2024,1655,1
189968,2022,24998,103
189968,2023,24998,103
189968,2024,24998,103
189969,2022,28332,103
189969,2023,28332,103
189969,2024,28332,103
189970,2022,24998,106
189970,2023,24998,106
189970,2024,24998,106
189972,2022,24998,149
189972,2023,24998,149
189972,2024,24998,149
189973,2022,1660,1
189973,2023,1660,1
189973,2024,1660,1
189974,2022,1660,2
189974,2023,1660,2
189974,2024,1660,2
189975,2022,1660,3
189975,2023,1660,3
189975,2024,1660,3
189976,2022,1660,4
189976,2023,1660,4
189976,2024,1660,4
189978,2022,3511,8593
189978,2023,3511,8593
189978,2024,3511,8593
189979,2022,6063,20
189979,2023,6063,20
189979,2024,6063,20
189981,2022,1673,1
189981,2023,1673,1
189981,2024,1673,1
189985,2022,1105,74
189985,2023,1105,74
189985,2024,1105,74
189987,2022,4028,10
189987,2023,4028,10
189987,2024,4028,10
189994,2022,15310,26
189994,2023,15310,26
189994,2024,15310,26
189998,2022,22354,26
189998,2023,22354,26
189998,2024,22354,26
190,2022,3511,4845
190,2023,3511,4845
190,2024,3511,4845
190001,2022,1696,1
190001,2023,1696,1
190001,2024,1696,1
190003,2022,1696,3
190003,2023,1696,3
190003,2024,1696,3
190004,2022,1696,6
190004,2023,1696,6
190004,2024,1696,6
190005,2022,1700,1
190005,2023,1700,1
190005,2024,1700,1
190006,2022,1700,2
190006,2023,1700,2
190006,2024,1700,2
190007,2022,1700,3
190007,2023,1700,3
190007,2024,1700,3
190008,2022,1700,4
190008,2023,1700,4
190008,2024,1700,4
190009,2022,1700,5
190009,2023,1700,5
190009,2024,1700,5
190011,2022,1700,8
190011,2023,1700,8
190011,2024,1700,8
190020,2022,10307,21
190020,2023,10307,21
190020,2024,10307,21
190021,2022,1705,1
190021,2023,1705,1
190021,2024,1705,1
190024,2022,1711,5
190024,2023,1711,5
190024,2024,1711,5
190025,2022,1711,8
190025,2023,1711,8
190025,2024,1711,8
190030,2022,9846,2153
190030,2023,9846,2153
190030,2024,9846,2153
190031,2022,9846,2154
190032,2022,9846,2158
190037,2022,1735,1
190037,2023,1735,1
190037,2024,1735,1
190038,2022,1735,2
190038,2023,1735,2
190038,2024,1735,2
190039,2022,1735,3
190039,2023,1735,3
190039,2024,1735,3
190042,2022,9846,2184
190042,2023,9846,2184
190042,2024,9846,2184
190049,2022,3511,9101
190049,2023,3511,9101
190049,2024,3511,9101
190050,2022,16604,30
190050,2023,16604,30
190050,2024,16604,30
190051,2022,16604,31
190051,2023,16604,31
190051,2024,16604,31
190054,2022,15310,7
190054,2023,15310,7
190054,2024,15310,7
190060,2022,1744,1
190060,2023,1744,1
190061,2022,1744,2
190061,2023,1744,2
190062,2022,1745,1
190062,2023,1745,1
190062,2024,1745,1
190063,2022,11813,160
190063,2023,11813,160
190063,2024,11813,160
190065,2022,11813,162
190065,2023,11813,162
190065,2024,11813,162
190066,2022,5633,13
190066,2023,5633,13
190066,2024,5633,13
190068,2022,5633,15
190068,2023,5633,15
190068,2024,5633,15
190069,2022,11241,37
190069,2023,11241,37
190069,2024,11241,37
190071,2022,11241,38
190071,2023,11241,38
190071,2024,11241,38
190074,2022,11241,40
190074,2023,11241,40
190074,2024,11241,40
190075,2022,11241,41
190075,2023,11241,41
190075,2024,11241,41
190076,2022,12368,736
190076,2023,12368,736
190076,2024,12368,736
190078,2022,1753,2
190078,2023,1753,2
190078,2024,1753,2
190079,2022,1753,3
190079,2023,1753,3
190079,2024,1753,3
190080,2022,1753,4
190080,2023,1753,4
190080,2024,1753,4
190081,2022,29700,4
190081,2023,29700,4
190081,2024,29700,4
190083,2022,29700,6
190083,2023,29700,6
190083,2024,29700,6
190086,2022,1768,111
190086,2023,1768,111
190086,2024,1768,111
190087,2022,3511,6339
190087,2023,3511,6339
190087,2024,3511,6339
190089,2022,628,5016
190089,2023,628,5016
190089,2024,628,5016
190091,2022,1331,40
190091,2023,1331,40
190091,2024,1331,40
190094,2022,628,5017
190094,2023,628,5017
190094,2024,628,5017
190095,2022,1768,1
190095,2023,1768,1
190095,2024,1768,1
190096,2022,1768,2
190096,2023,1768,2
190096,2024,1768,2
190098,2022,1768,4
190098,2023,1768,4
190098,2024,1768,4
190099,2022,1768,5
190099,2023,1768,5
190099,2024,1768,5
190101,2022,1768,7
190101,2023,1768,7
190101,2024,1768,7
190102,2022,1768,8
190102,2023,1768,8
190102,2024,1768,8
190107,2022,1768,13
190107,2023,1768,13
190107,2024,1768,13
190109,2022,1768,15
190109,2023,1768,15
190109,2024,1768,15
190112,2022,1768,19
190112,2023,1768,19
190112,2024,1768,19
190114,2022,1768,21
190114,2023,1768,21
190114,2024,1768,21
190115,2022,1768,22
190115,2023,1768,22
190115,2024,1768,22
190118,2022,1768,25
190118,2023,1768,25
190119,2022,1768,26
190119,2023,1768,26
190119,2024,1768,26
190122,2022,4214,203
190122,2023,4214,203
190122,2024,4214,203
190123,2022,4214,204
190123,2023,4214,204
190123,2024,4214,204
190126,2022,2270,284
190126,2023,2270,284
190126,2024,2270,284
190127,2022,2270,285
190127,2023,2270,285
190127,2024,2270,285
190129,2022,2270,287
190129,2023,2270,287
190129,2024,2270,287
190130,2022,23498,37
190130,2023,23498,37
190130,2024,23498,37
190132,2022,1778,2
190132,2023,1778,2
190132,2024,1778,2
190133,2022,1779,1
190133,2023,1779,1
190133,2024,1779,1
190134,2022,1779,2
190134,2023,1779,2
190134,2024,1779,2
190136,2022,1780,1
190136,2023,1780,1
190136,2024,1780,1
190137,2022,1781,1
190137,2023,1781,1
190137,2024,1781,1
190139,2022,628,1907
190139,2023,628,1907
190139,2024,628,1907
190141,2022,628,1909
190141,2023,628,1909
190141,2024,628,1909
190142,2022,628,1910
190142,2023,628,1910
190142,2024,628,1910
190144,2022,16571,90
190144,2023,16571,90
190144,2024,16571,90
190145,2022,16571,91
190145,2023,16571,91
190145,2024,16571,91
190146,2022,1786,1
190147,2022,1786,2
190147,2023,1786,2
190147,2024,1786,2
190148,2022,1786,3
190148,2023,1786,3
190148,2024,1786,3
190153,2022,6548,4134
190153,2023,6548,4134
190153,2024,6548,4134
190168,2022,18429,54
190168,2023,18429,54
190168,2024,18429,54
190174,2022,3832,598
190174,2023,3832,598
190174,2024,3832,598
190176,2022,23498,27
190176,2023,23498,27
190176,2024,23498,27
190184,2022,16571,72
190184,2023,16571,72
190190,2022,1821,1
190190,2023,1821,1
190190,2024,1821,1
190191,2022,1821,2
190191,2023,1821,2
190191,2024,1821,2
190197,2022,27235,23
190197,2023,27235,23
190197,2024,27235,23
190198,2022,13102,19
190198,2023,13102,19
190198,2024,13102,19
190199,2022,1833,1
190199,2023,1833,1
190199,2024,1833,1
190200,2022,1833,2
190200,2023,1833,2
190201,2022,1833,3
190201,2023,1833,3
190201,2024,1833,3
190208,2022,5969,36
190208,2023,5969,36
190208,2024,5969,36
190212,2022,1839,1
190212,2023,1839,1
190212,2024,1839,1
190215,2022,1843,1
190215,2023,1843,1
190215,2024,1843,1
190216,2022,12839,48
190216,2023,12839,48
190216,2024,12839,48
190217,2022,12839,49
190217,2023,12839,49
190217,2024,12839,49
190221,2022,1847,2
190221,2023,1847,2
190221,2024,1847,2
190223,2022,1849,1
190223,2023,1849,1
190223,2024,1849,1
190224,2022,1849,2
190224,2023,1849,2
190224,2024,1849,2
190225,2022,1852,1
190225,2023,1852,1
190225,2024,1852,1
190226,2022,1852,2
190228,2022,955,6
190228,2023,955,6
190228,2024,955,6
190231,2022,1857,1
190231,2023,1857,1
190231,2024,1857,1
190233,2022,1862,1
190233,2023,1862,1
190233,2024,1862,1
190234,2022,1865,1
190234,2023,1865,1
190234,2024,1865,1
190236,2022,3510,4849
190236,2023,3510,4849
190236,2024,3510,4849
190238,2022,1869,1
190238,2023,1869,1
190238,2024,1869,1
190240,2022,16120,3
190240,2023,16120,3
190240,2024,16120,3
190242,2022,1874,1
190242,2023,1874,1
190242,2024,1874,1
190243,2022,1874,2
190243,2023,1874,2
190243,2024,1874,2
190248,2022,1874,14
190248,2023,1874,14
190248,2024,1874,14
190250,2022,32912,8
190250,2023,32912,8
190250,2024,32912,8
190251,2022,31223,17
190251,2023,31223,17
190251,2024,31223,17
190253,2022,31223,18
190253,2023,31223,18
190253,2024,31223,18
190254,2022,31223,19
190254,2023,31223,19
190254,2024,31223,19
190255,2022,31223,20
190255,2023,31223,20
190255,2024,31223,20
190257,2022,3510,4035
190257,2023,3510,4035
190257,2024,3510,4035
190259,2022,3510,4037
190259,2023,3510,4037
190259,2024,3510,4037
190261,2022,3510,4039
190261,2023,3510,4039
190261,2024,3510,4039
190268,2022,3510,4042
190269,2022,3510,4043
190269,2023,3510,4043
190269,2024,3510,4043
190276,2022,3510,4047
190276,2023,3510,4047
190276,2024,3510,4047
190277,2022,3510,4048
190277,2023,3510,4048
190277,2024,3510,4048
190281,2022,3510,4051
190281,2023,3510,4051
190281,2024,3510,4051
190282,2022,3510,4052
190282,2023,3510,4052
190282,2024,3510,4052
190292,2022,3510,4057
190292,2023,3510,4057
190292,2024,3510,4057
190294,2022,3510,4058
190294,2023,3510,4058
190294,2024,3510,4058
190297,2022,3510,4060
190297,2023,3510,4060
190297,2024,3510,4060
190298,2022,3510,4061
190298,2023,3510,4061
190298,2024,3510,4061
190299,2022,3510,4062
190299,2023,3510,4062
190302,2022,3510,4064
190302,2023,3510,4064
190302,2024,3510,4064
190306,2022,3510,4065
190306,2023,3510,4065
190306,2024,3510,4065
190307,2022,3510,4066
190314,2022,3510,4070
190314,2023,3510,4070
190314,2024,3510,4070
190318,2022,3510,4073
190318,2023,3510,4073
190318,2024,3510,4073
190323,2022,3510,4078
190323,2023,3510,4078
190323,2024,3510,4078
190324,2022,3510,4079
190324,2023,3510,4079
190324,2024,3510,4079
190327,2022,3510,4081
190327,2023,3510,4081
190327,2024,3510,4081
190331,2022,9846,1244
190331,2023,9846,1244
190331,2024,9846,1244
190342,2022,6384,1881
190342,2023,6384,1881
190342,2024,6384,1881
190345,2022,3510,4086
190345,2023,3510,4086
190345,2024,3510,4086
190346,2022,3510,4087
190346,2023,3510,4087
190346,2024,3510,4087
190360,2022,7213,1027
190360,2023,7213,1027
190360,2024,7213,1027
190369,2022,3510,4098
190369,2023,3510,4098
190369,2024,3510,4098
190371,2022,3510,4099
190371,2023,3510,4099
190371,2024,3510,4099
190375,2022,3510,4100
190375,2023,3510,4100
190375,2024,3510,4100
190380,2022,9846,1249
190380,2023,9846,1249
190380,2024,9846,1249
190383,2022,9846,1251
190383,2023,9846,1251
190383,2024,9846,1251
190391,2022,4832,15
190391,2023,4832,15
190391,2024,4832,15
190392,2022,4832,16
190392,2023,4832,16
190392,2024,4832,16
190393,2022,4832,17
190393,2023,4832,17
190393,2024,4832,17
190395,2022,1895,1
190395,2023,1895,1
190395,2024,1895,1
190396,2022,1895,2
190396,2023,1895,2
190396,2024,1895,2
190397,2022,1895,3
190397,2023,1895,3
190397,2024,1895,3
190403,2022,7551,269
190403,2023,7551,269
190403,2024,7551,269
190405,2022,7551,271
190405,2023,7551,271
190405,2024,7551,271
190406,2022,9846,3027
190407,2022,7551,273
190407,2023,7551,273
190407,2024,7551,273
190412,2022,1900,2
190412,2023,1900,2
190412,2024,1900,2
190414,2022,1906,2
190414,2023,1906,2
190414,2024,1906,2
190417,2022,1913,1
190417,2023,1913,1
190417,2024,1913,1
190419,2022,8866,9
190419,2023,8866,9
190419,2024,8866,9
190421,2022,8866,11
190421,2023,8866,11
190421,2024,8866,11
190422,2022,21525,6
190422,2023,21525,6
190422,2024,21525,6
190423,2022,33204,8
190423,2023,33204,8
190423,2024,33204,8
190428,2022,3511,4378
190428,2023,3511,4378
190428,2024,3511,4378
190430,2022,8851,26
190430,2023,8851,26
190430,2024,8851,26
190431,2022,8851,27
190431,2023,8851,27
190431,2024,8851,27
190432,2022,8851,28
190432,2023,8851,28
190432,2024,8851,28
190434,2022,1931,2
190434,2023,1931,2
190434,2024,1931,2
190438,2022,10973,4
190438,2023,10973,4
190438,2024,10973,4
190441,2022,1936,1
190441,2023,1936,1
190441,2024,1936,1
190444,2022,1937,3
190444,2023,1937,3
190444,2024,1937,3
190446,2022,1937,5
190446,2023,1937,5
190446,2024,1937,5
190448,2022,30595,103
190448,2023,30595,103
190448,2024,30595,103
190451,2022,1941,2
190451,2023,1941,2
190451,2024,1941,2
190455,2022,1946,3
190455,2023,1946,3
190455,2024,1946,3
190456,2022,1946,4
190456,2023,1946,4
190456,2024,1946,4
190458,2022,12633,98
190458,2023,12633,98
190458,2024,12633,98
190459,2022,29546,217
190459,2023,29546,217
190459,2024,29546,217
190460,2022,29546,218
190460,2023,29546,218
190460,2024,29546,218
190463,2022,29546,221
190463,2023,29546,221
190463,2024,29546,221
190467,2022,10619,16
190467,2023,10619,16
190467,2024,10619,16
190469,2022,24998,82
190469,2023,24998,82
190469,2024,24998,82
190470,2022,1956,1
190470,2023,1956,1
190470,2024,1956,1
190472,2022,24998,79
190472,2023,24998,79
190472,2024,24998,79
190474,2022,10619,17
190474,2023,10619,17
190474,2024,10619,17
190476,2022,17323,60
190476,2023,17323,60
190476,2024,17323,60
190477,2022,59052,18
190477,2023,59052,18
190477,2024,59052,18
190479,2022,19212,10
190479,2023,19212,10
190479,2024,19212,10
190480,2022,1978,1
190480,2023,1978,1
190480,2024,1978,1
190481,2022,1978,6
190481,2023,1978,6
190481,2024,1978,6
190483,2022,30788,231
190484,2022,30788,232
190484,2023,30788,232
190485,2022,30788,233
190485,2023,30788,233
190485,2024,30788,233
190486,2022,1980,1
190486,2023,1980,1
190486,2024,1980,1
190487,2022,6989,113
190487,2023,6989,113
190487,2024,6989,113
190490,2022,3510,7816
190490,2023,3510,7816
190490,2024,3510,7816
190493,2022,3510,7819
190493,2023,3510,7819
190493,2024,3510,7819
190495,2022,6989,142
190495,2023,6989,142
190495,2024,6989,142
190496,2022,6989,115
190496,2023,6989,115
190497,2022,6989,116
190497,2023,6989,116
190497,2024,6989,116
1905,2022,6548,1683
1905,2023,6548,1683
1905,2024,6548,1683
190505,2022,6989,117
190508,2022,3510,7826
190508,2023,3510,7826
190508,2024,3510,7826
190514,2022,6989,119
190514,2023,6989,119
190514,2024,6989,119
190517,2022,3510,7830
190517,2023,3510,7830
190517,2024,3510,7830
190519,2022,3510,7831
190519,2023,3510,7831
190519,2024,3510,7831
190521,2022,3510,7832
190521,2023,3510,7832
190521,2024,3510,7832
190524,2022,7888,499
190524,2023,7888,499
190524,2024,7888,499
190525,2022,7888,500
190525,2023,7888,500
190525,2024,7888,500
190526,2022,7888,501
190526,2023,7888,501
190526,2024,7888,501
190527,2022,7888,502
190527,2023,7888,502
190527,2024,7888,502
190529,2022,7888,504
190529,2023,7888,504
190529,2024,7888,504
190531,2022,7888,505
190531,2023,7888,505
190531,2024,7888,505
190532,2022,7888,506
190532,2023,7888,506
190532,2024,7888,506
190533,2022,7888,507
190533,2023,7888,507
190533,2024,7888,507
190535,2022,7888,508
190535,2023,7888,508
190535,2024,7888,508
190537,2022,7888,509
190537,2023,7888,509
190537,2024,7888,509
190538,2022,11063,243
190538,2023,11063,243
190538,2024,11063,243
190541,2022,9846,463
190541,2023,9846,463
190541,2024,9846,463
190543,2022,22858,286
190543,2023,22858,286
190543,2024,22858,286
190545,2022,9846,465
190545,2023,9846,465
190545,2024,9846,465
190546,2022,15019,70
190546,2023,15019,70
190546,2024,15019,70
190548,2022,15019,69
190548,2023,15019,69
190548,2024,15019,69
190550,2022,6384,4068
190550,2023,6384,4068
190550,2024,6384,4068
190551,2022,9846,470
190552,2022,9846,471
190552,2023,9846,471
190552,2024,9846,471
190553,2022,9846,472
190553,2023,9846,472
190553,2024,9846,472
190555,2022,9846,474
190555,2023,9846,474
190555,2024,9846,474
190560,2022,9846,477
190560,2023,9846,477
190560,2024,9846,477
190563,2022,9846,479
190563,2023,9846,479
190563,2024,9846,479
190565,2022,9846,480
190565,2023,9846,480
190565,2024,9846,480
190566,2022,9846,481
190567,2022,9846,482
190567,2023,9846,482
190567,2024,9846,482
190569,2022,9846,483
190569,2023,9846,483
190569,2024,9846,483
190574,2022,9846,488
190574,2023,9846,488
190574,2024,9846,488
190576,2022,9846,489
190576,2023,9846,489
190576,2024,9846,489
190580,2022,9846,492
190580,2023,9846,492
190580,2024,9846,492
190582,2022,15019,71
190582,2023,15019,71
190582,2024,15019,71
190589,2022,9846,526
190589,2023,9846,526
190589,2024,9846,526
190593,2022,9846,531
190593,2023,9846,531
190593,2024,9846,531
190598,2022,9846,540
190598,2023,9846,540
190598,2024,9846,540
190609,2022,9846,548
190609,2023,9846,548
190609,2024,9846,548
190611,2022,9846,550
190611,2023,9846,550
190611,2024,9846,550
190618,2022,9846,555
190618,2023,9846,555
190618,2024,9846,555
190619,2022,9846,556
190619,2023,9846,556
190619,2024,9846,556
190621,2022,9846,558
190621,2023,9846,558
190621,2024,9846,558
190636,2022,9846,142
190636,2023,9846,142
190636,2024,9846,142
190638,2022,9846,144
190638,2023,9846,144
190640,2022,9846,145
190640,2023,9846,145
190640,2024,9846,145
190641,2022,9846,146
190641,2023,9846,146
190641,2024,9846,146
190642,2022,9846,147
190642,2023,9846,147
190642,2024,9846,147
190643,2022,9846,148
190643,2023,9846,148
190643,2024,9846,148
190646,2022,9846,151
190646,2023,9846,151
190646,2024,9846,151
190647,2022,9846,152
190647,2023,9846,152
190647,2024,9846,152
190650,2022,9846,155
190650,2023,9846,155
190650,2024,9846,155
190655,2022,9846,4085
190655,2023,9846,4085
190655,2024,9846,4085
190656,2022,4977,1145
190656,2023,4977,1145
190656,2024,4977,1145
190666,2022,4977,1130
190666,2023,4977,1130
190666,2024,4977,1130
190670,2022,9846,4089
190670,2023,9846,4089
190670,2024,9846,4089
190673,2022,9846,4091
190673,2023,9846,4091
190673,2024,9846,4091
190677,2022,4977,1141
190677,2023,4977,1141
190677,2024,4977,1141
190680,2022,9846,4094
190680,2023,9846,4094
190681,2022,4977,1146
190681,2023,4977,1146
190681,2024,4977,1146
190683,2022,9846,4097
190685,2022,9846,4100
190685,2023,9846,4100
190685,2024,9846,4100
190686,2022,4977,1136
190686,2023,4977,1136
190686,2024,4977,1136
190690,2022,4977,1142
190690,2023,4977,1142
190690,2024,4977,1142
190699,2022,4977,1120
190699,2023,4977,1120
190699,2024,4977,1120
190704,2022,4977,1140
190704,2023,4977,1140
190704,2024,4977,1140
190706,2022,4977,1117
190706,2023,4977,1117
190706,2024,4977,1117
190712,2022,4977,1139
190712,2023,4977,1139
190712,2024,4977,1139
190716,2022,4977,1128
190716,2023,4977,1128
190716,2024,4977,1128
190722,2022,9846,4118
190722,2023,9846,4118
190722,2024,9846,4118
190723,2022,9846,4119
190723,2023,9846,4119
190723,2024,9846,4119
190727,2022,9846,4121
190727,2023,9846,4121
190727,2024,9846,4121
190731,2022,4977,1126
190731,2023,4977,1126
190731,2024,4977,1126
190743,2022,9846,4133
190743,2023,9846,4133
190743,2024,9846,4133
190746,2022,9846,4151
190746,2023,9846,4151
190746,2024,9846,4151
190777,2022,9846,4158
190777,2023,9846,4158
190777,2024,9846,4158
190785,2022,4977,1124
190785,2023,4977,1124
190785,2024,4977,1124
190789,2022,2036,1
190789,2023,2036,1
190789,2024,2036,1
190790,2022,2036,2
190790,2023,2036,2
190790,2024,2036,2
190791,2022,2036,3
190791,2023,2036,3
190791,2024,2036,3
190792,2022,2036,4
190792,2023,2036,4
190792,2024,2036,4
190793,2022,2036,5
190793,2023,2036,5
190793,2024,2036,5
190794,2022,2036,6
190794,2023,2036,6
190794,2024,2036,6
190795,2022,2036,8
190795,2023,2036,8
190795,2024,2036,8
190797,2022,35095,31
190797,2023,35095,31
