UNINUMBR,YEAR,CERT,BRNUM
190797,2024,35095,31
190798,2022,35095,32
190798,2023,35095,32
190798,2024,35095,32
190804,2022,3511,8386
190804,2023,3511,8386
190804,2024,3511,8386
190805,2022,6837,13
190805,2023,6837,13
190805,2024,34589,231
190806,2022,11507,5
190806,2023,11507,5
190806,2024,11507,5
190814,2022,12923,76
190822,2022,13339,19
190822,2023,13339,19
190822,2024,13339,19
190824,2022,2068,1
190824,2023,2068,1
190824,2024,2068,1
190826,2022,2068,3
190829,2022,6548,432
190829,2023,6548,432
190829,2024,6548,432
190834,2022,6384,2423
190834,2023,6384,2423
190834,2024,6384,2423
190838,2022,57957,558
190838,2023,57957,558
190838,2024,57957,558
190839,2022,57957,559
190839,2023,57957,559
190839,2024,57957,559
190845,2022,57957,560
190845,2023,57957,560
190845,2024,57957,560
190846,2022,57957,561
190846,2023,57957,561
190846,2024,57957,561
190847,2022,57957,562
190847,2023,57957,562
190847,2024,57957,562
190848,2022,57957,563
190848,2023,57957,563
190848,2024,57957,563
190850,2022,57957,564
190850,2023,57957,564
190850,2024,57957,564
190854,2022,57957,565
190854,2023,57957,565
190854,2024,57957,565
190863,2022,3510,7519
190863,2023,3510,7519
190863,2024,3510,7519
190864,2022,3510,7520
190864,2023,3510,7520
190864,2024,3510,7520
190865,2022,3510,7521
190865,2023,3510,7521
190865,2024,3510,7521
190866,2022,3510,7522
190866,2023,3510,7522
190866,2024,3510,7522
190868,2022,3510,7523
190868,2023,3510,7523
190868,2024,3510,7523
190869,2022,3510,7524
190869,2023,3510,7524
190869,2024,3510,7524
190871,2022,3510,7526
190871,2023,3510,7526
190871,2024,3510,7526
190873,2022,3510,7527
190875,2022,3510,7528
190875,2023,3510,7528
190875,2024,3510,7528
190881,2022,3510,7530
190881,2023,3510,7530
190881,2024,3510,7530
190886,2022,3510,7532
190886,2023,3510,7532
190886,2024,3510,7532
190888,2022,3510,7533
190888,2023,3510,7533
190888,2024,3510,7533
190890,2022,3510,7535
190890,2023,3510,7535
190890,2024,3510,7535
190898,2022,3510,7539
190898,2023,3510,7539
190898,2024,3510,7539
1909,2022,6548,1670
1909,2023,6548,1670
1909,2024,6548,1670
190902,2022,3510,7541
190902,2023,3510,7541
190902,2024,3510,7541
190907,2022,3510,7543
190907,2023,3510,7543
190907,2024,3510,7543
190908,2022,23623,3
190908,2023,23623,3
190908,2024,23623,3
190910,2022,29950,552
190910,2023,29950,552
190910,2024,29950,552
190911,2022,3510,7544
190911,2023,3510,7544
190911,2024,3510,7544
190923,2022,3511,7571
190923,2023,3511,7571
190923,2024,3511,7571
190926,2022,3511,7572
190928,2022,3511,7573
190928,2023,3511,7573
190928,2024,3511,7573
190934,2022,3511,7579
190934,2023,3511,7579
190934,2024,3511,7579
190939,2022,3511,7581
190939,2023,3511,7581
190939,2024,3511,7581
190940,2022,3511,7582
190940,2023,3511,7582
190940,2024,3511,7582
190951,2022,6384,1356
190951,2023,6384,1356
190951,2024,6384,1356
190955,2022,6384,1357
190955,2023,6384,1357
190955,2024,6384,1357
190958,2022,6384,1358
190958,2023,6384,1358
190958,2024,6384,1358
190965,2022,6384,1359
190965,2023,6384,1359
190965,2024,6384,1359
190974,2022,6384,1361
190974,2023,6384,1361
190974,2024,6384,1361
190978,2022,6384,1332
190978,2023,6384,1332
190979,2022,6384,1333
190979,2023,6384,1333
190979,2024,6384,1333
190981,2022,6384,1335
190981,2023,6384,1335
190981,2024,6384,1335
190983,2022,6384,1336
190983,2023,6384,1336
190983,2024,6384,1336
190985,2022,6384,1338
190985,2023,6384,1338
190985,2024,6384,1338
190987,2022,6384,1340
190987,2023,6384,1340
190987,2024,6384,1340
190989,2022,6384,1341
190989,2023,6384,1341
190989,2024,6384,1341
190990,2022,6384,1342
190990,2023,6384,1342
190990,2024,6384,1342
190995,2022,6384,1346
190995,2023,6384,1346
190995,2024,6384,1346
190998,2022,6384,1348
190998,2023,6384,1348
190998,2024,6384,1348
190999,2022,6384,1349
190999,2023,6384,1349
190999,2024,6384,1349
191,2022,18518,1
191,2023,18518,1
191,2024,18518,1
1910,2022,3511,4221
1910,2023,3511,4221
1910,2024,3511,4221
191006,2022,6384,1353
191006,2023,6384,1353
191006,2024,6384,1353
191016,2022,11063,927
191016,2023,11063,927
191016,2024,11063,927
191021,2022,3511,8516
191021,2023,3511,8516
191021,2024,3511,8516
191024,2022,16723,6
191024,2023,16723,6
191024,2024,16723,6
191025,2022,3511,8518
191025,2023,3511,8518
191025,2024,3511,8518
191027,2022,3511,8519
191027,2023,3511,8519
191027,2024,3511,8519
191033,2022,3511,8521
191033,2023,3511,8521
191033,2024,3511,8521
191039,2022,3511,8524
191039,2023,3511,8524
191039,2024,3511,8524
191045,2022,3511,8527
191045,2023,3511,8527
191045,2024,3511,8527
191050,2022,3511,8528
191050,2023,3511,8528
191050,2024,3511,8528
191051,2022,3511,8529
191051,2023,3511,8529
191051,2024,3511,8529
191054,2022,3511,8530
191054,2023,3511,8530
191054,2024,3511,8530
191055,2022,3511,8531
191055,2023,3511,8531
191055,2024,3511,8531
191056,2022,3511,8532
191056,2023,3511,8532
191056,2024,3511,8532
191057,2022,3511,8533
191057,2023,3511,8533
191057,2024,3511,8533
191058,2022,3511,8534
191058,2023,3511,8534
191058,2024,3511,8534
191065,2022,3511,8537
191065,2023,3511,8537
191065,2024,3511,8537
191066,2022,3511,8538
191066,2023,3511,8538
191066,2024,3511,8538
191068,2022,3511,8540
191068,2023,3511,8540
191068,2024,3511,8540
191072,2022,3511,8541
191072,2023,3511,8541
191072,2024,3511,8541
191073,2022,3511,8542
191073,2023,3511,8542
191073,2024,3511,8542
191080,2022,3511,8545
191080,2023,3511,8545
191080,2024,3511,8545
191086,2022,3511,8546
191086,2023,3511,8546
191086,2024,3511,8546
191090,2022,3511,8547
191090,2023,3511,8547
191091,2022,3511,8548
191091,2023,3511,8548
191091,2024,3511,8548
191093,2022,3511,8549
191093,2023,3511,8549
191093,2024,3511,8549
191097,2022,3511,8550
191097,2023,3511,8550
191097,2024,3511,8550
191098,2022,3511,8551
191098,2023,3511,8551
191098,2024,3511,8551
191102,2022,3511,8553
191102,2023,3511,8553
191102,2024,3511,8553
191103,2022,18409,1411
191103,2023,18409,1411
191103,2024,18409,1411
191105,2022,3511,8554
191105,2023,3511,8554
191105,2024,3511,8554
191109,2022,3511,8555
191109,2023,3511,8555
191109,2024,3511,8555
191120,2022,3511,8558
191120,2023,3511,8558
191120,2024,3511,8558
191124,2022,9846,1948
191124,2023,9846,1948
191124,2024,9846,1948
191127,2022,18409,1412
191127,2023,18409,1412
191127,2024,18409,1412
191133,2022,3511,8563
191133,2023,3511,8563
191133,2024,3511,8563
191136,2022,3511,8564
191136,2023,3511,8564
191136,2024,3511,8564
191143,2022,11063,880
191143,2023,11063,880
191143,2024,11063,880
191146,2022,3511,8568
191146,2023,3511,8568
191146,2024,3511,8568
191148,2022,3511,8608
191149,2022,3511,8610
191150,2022,3511,8611
191150,2023,3511,8611
191150,2024,3511,8611
191152,2022,3511,8612
191152,2023,3511,8612
191152,2024,3511,8612
191153,2022,3511,8613
191153,2023,3511,8613
191153,2024,3511,8613
191160,2022,3511,8618
191160,2023,3511,8618
191160,2024,3511,8618
191161,2022,3511,8619
191161,2023,3511,8619
191161,2024,3511,8619
191167,2022,3511,8570
191167,2023,3511,8570
191167,2024,3511,8570
191169,2022,3511,8571
191169,2023,3511,8571
191169,2024,3511,8571
191170,2022,33555,295
191170,2023,33555,295
191170,2024,33555,295
191171,2022,3511,8572
191171,2023,3511,8572
191171,2024,3511,8572
191188,2022,11063,882
191188,2023,11063,882
191188,2024,11063,882
191193,2022,3511,8578
191193,2023,3511,8578
191193,2024,3511,8578
191194,2022,3511,8579
191194,2023,3511,8579
191194,2024,3511,8579
191196,2022,3511,8580
191196,2023,3511,8580
191196,2024,3511,8580
191198,2022,3511,8582
191198,2023,3511,8582
191198,2024,3511,8582
1912,2022,23498,69
1912,2023,23498,69
1912,2024,23498,69
191201,2022,3511,8583
191201,2023,3511,8583
191201,2024,3511,8583
191205,2022,3511,8586
191205,2023,3511,8586
191205,2024,3511,8586
191219,2022,3511,8589
191219,2023,3511,8589
191219,2024,3511,8589
191220,2022,3511,7639
191220,2023,3511,7639
191220,2024,3511,7639
191224,2022,3511,8594
191224,2023,3511,8594
191224,2024,3511,8594
191230,2022,3511,8596
191230,2023,3511,8596
191230,2024,3511,8596
191233,2022,3511,8597
191233,2023,3511,8597
191233,2024,3511,8597
191235,2022,3511,8598
191235,2023,3511,8598
191235,2024,3511,8598
191238,2022,3511,8600
191238,2023,3511,8600
191238,2024,3511,8600
191240,2022,3511,8602
191240,2023,3511,8602
191240,2024,3511,8602
191242,2022,2102,1
191242,2023,2102,1
191242,2024,2102,1
191244,2022,2102,3
191244,2023,2102,3
191244,2024,2102,3
191245,2022,2102,4
191245,2023,2102,4
191245,2024,2102,4
191246,2022,2102,5
191246,2023,2102,5
191246,2024,2102,5
191247,2022,2102,6
191247,2023,2102,6
191247,2024,2102,6
191248,2022,2102,7
191248,2023,2102,7
191248,2024,2102,7
191249,2022,2102,8
191249,2023,2102,8
191249,2024,2102,8
191250,2022,2102,9
191250,2023,2102,9
191250,2024,2102,9
191251,2022,2102,10
191251,2023,2102,10
191251,2024,2102,10
191253,2022,3510,3448
191253,2023,3510,3448
191253,2024,3510,3448
191256,2022,3510,3450
191256,2023,3510,3450
191256,2024,3510,3450
191260,2022,3510,3451
191260,2023,3510,3451
191260,2024,3510,3451
191263,2022,3510,3454
191263,2023,3510,3454
191263,2024,3510,3454
191266,2022,3510,3455
191266,2023,3510,3455
191266,2024,3510,3455
191269,2022,11063,902
191269,2023,11063,902
191269,2024,11063,902
191276,2022,3510,3478
191276,2023,3510,3478
191276,2024,3510,3478
191280,2022,3510,3480
191280,2023,3510,3480
191280,2024,3510,3480
191282,2022,3510,3481
191282,2023,3510,3481
191282,2024,3510,3481
191285,2022,3510,3487
191285,2023,3510,3487
191285,2024,3510,3487
191288,2022,3510,3493
191288,2023,3510,3493
191288,2024,3510,3493
191289,2022,3510,3494
191289,2023,3510,3494
191289,2024,3510,3494
191293,2022,3510,3497
191293,2023,3510,3497
191293,2024,3510,3497
1913,2022,16980,15
1913,2023,16980,15
1913,2024,16980,15
191300,2022,3510,3502
191300,2023,3510,3502
191300,2024,3510,3502
191302,2022,3510,3503
191302,2023,3510,3503
191302,2024,3510,3503
191306,2022,3510,3504
191306,2023,3510,3504
191306,2024,3510,3504
191308,2022,3510,3505
191308,2023,3510,3505
191308,2024,3510,3505
191311,2022,3510,3507
191311,2023,3510,3507
191311,2024,3510,3507
191315,2022,3510,3509
191315,2023,3510,3509
191315,2024,3510,3509
191319,2022,2107,1
191319,2023,2107,1
191319,2024,2107,1
191320,2022,2107,2
191320,2023,2107,2
191320,2024,2107,2
191321,2022,2107,3
191321,2023,2107,3
191321,2024,2107,3
191322,2022,2107,4
191322,2023,2107,4
191322,2024,2107,4
191323,2022,2107,5
191323,2023,2107,5
191323,2024,2107,5
191324,2022,2107,6
191324,2023,2107,6
191324,2024,2107,6
191325,2022,2107,7
191325,2023,2107,7
191325,2024,2107,7
191329,2022,18409,1461
191329,2023,18409,1461
191329,2024,18409,1461
191332,2022,873,296
191332,2023,873,296
191332,2024,873,296
191333,2022,873,297
191333,2023,873,297
191333,2024,873,297
191335,2022,873,299
191335,2023,873,299
191335,2024,873,299
191336,2022,873,300
191336,2023,873,300
191336,2024,873,300
191340,2022,873,302
191340,2023,873,302
191340,2024,873,302
191342,2022,873,308
191342,2023,873,308
191342,2024,873,308
191345,2022,873,310
191345,2023,873,310
191345,2024,873,310
191348,2022,873,311
191348,2023,873,311
191348,2024,873,311
191350,2022,873,314
191350,2023,873,314
191350,2024,873,314
191351,2022,873,315
191351,2023,873,315
191351,2024,873,315
191354,2022,873,317
191354,2023,873,317
191354,2024,873,317
191355,2022,873,318
191355,2023,873,318
191355,2024,873,318
191356,2022,873,319
191356,2023,873,319
191356,2024,873,319
191358,2022,873,324
191358,2023,873,324
191358,2024,873,324
191361,2022,873,325
191361,2023,873,325
191361,2024,873,325
191362,2022,873,326
191363,2022,873,327
191363,2023,873,327
191363,2024,873,327
191365,2022,9846,3641
191365,2023,9846,3641
191365,2024,9846,3641
191366,2022,9846,3642
191366,2023,9846,3642
191366,2024,9846,3642
191370,2022,9846,3646
191370,2023,9846,3646
191370,2024,9846,3646
191374,2022,9846,3648
191374,2023,9846,3648
191374,2024,9846,3648
191381,2022,3511,8443
191381,2023,3511,8443
191381,2024,3511,8443
191383,2022,3511,8444
191383,2023,3511,8444
191383,2024,3511,8444
191386,2022,3511,8445
191386,2023,3511,8445
191386,2024,3511,8445
191388,2022,3511,8446
191388,2023,3511,8446
191388,2024,3511,8446
191390,2022,3511,8447
191390,2023,3511,8447
191390,2024,3511,8447
191391,2022,3511,8448
191391,2023,3511,8448
191391,2024,3511,8448
191398,2022,3511,8450
191398,2023,3511,8450
191398,2024,3511,8450
191399,2022,3511,8451
191399,2023,3511,8451
1914,2022,3511,4304
1914,2023,3511,4304
1914,2024,3511,4304
191402,2022,3511,8452
191402,2023,3511,8452
191402,2024,3511,8452
191404,2022,3511,8453
191404,2023,3511,8453
191404,2024,3511,8453
191410,2022,3511,8454
191410,2023,3511,8454
191416,2022,3511,8455
191416,2023,3511,8455
191416,2024,3511,8455
191417,2022,3511,8456
191417,2023,3511,8456
191417,2024,3511,8456
191418,2022,3511,8457
191418,2023,3511,8457
191418,2024,3511,8457
191419,2022,3511,8458
191419,2023,3511,8458
191419,2024,3511,8458
191423,2022,3511,8459
191423,2023,3511,8459
191423,2024,3511,8459
191426,2022,3511,8461
191426,2023,3511,8461
191426,2024,3511,8461
191440,2022,3511,8473
191440,2023,3511,8473
191440,2024,3511,8473
191452,2022,3511,8487
191455,2022,3511,8490
191455,2023,3511,8490
191455,2024,3511,8490
191460,2022,3511,8491
191460,2023,3511,8491
191460,2024,3511,8491
191461,2022,3511,8493
191461,2023,3511,8493
191461,2024,3511,8493
191462,2022,3511,8494
191462,2023,3511,8494
191462,2024,3511,8494
191463,2022,3511,8495
191463,2023,3511,8495
191463,2024,3511,8495
191472,2022,30846,15
191472,2023,34217,118
191472,2024,34217,118
191473,2022,3511,8497
191473,2023,3511,8497
191473,2024,3511,8497
191477,2022,3511,8498
191477,2023,3511,8498
191477,2024,3511,8498
191479,2022,3511,8499
191479,2023,3511,8499
191479,2024,3511,8499
191482,2022,3511,8501
191482,2023,3511,8501
191482,2024,3511,8501
191484,2022,3511,8502
191484,2023,3511,8502
191484,2024,3511,8502
191486,2022,3511,8504
191486,2023,3511,8504
191486,2024,3511,8504
191489,2022,3511,8506
191489,2023,3511,8506
191493,2022,3511,8508
191493,2023,3511,8508
191493,2024,3511,8508
191495,2022,3511,8509
191495,2023,3511,8509
191495,2024,3511,8509
191496,2022,3511,8510
191496,2023,3511,8510
191496,2024,3511,8510
1915,2022,3017,0
1915,2023,3017,0
1915,2024,3017,0
191500,2022,3511,8513
191500,2023,3511,8513
191500,2024,3511,8513
191506,2022,3510,4524
191506,2023,3510,4524
191506,2024,3510,4524
191508,2022,3510,4526
191508,2023,3510,4526
191508,2024,3510,4526
191510,2022,3510,4527
191510,2023,3510,4527
191510,2024,3510,4527
191512,2022,3510,4528
191514,2022,3510,4529
191514,2023,3510,4529
191514,2024,3510,4529
191525,2022,3510,4532
191525,2023,3510,4532
191526,2022,3510,4533
191526,2023,3510,4533
191526,2024,3510,4533
191597,2022,9846,3700
191597,2023,9846,3700
191597,2024,9846,3700
191598,2022,9846,3701
191598,2023,9846,3701
191598,2024,9846,3701
191599,2022,9846,3702
191599,2023,9846,3702
191599,2024,9846,3702
1916,2022,3018,0
1916,2023,3018,0
1916,2024,3018,0
191602,2022,9846,3704
191602,2023,9846,3704
191602,2024,9846,3704
191611,2022,9846,3307
191611,2023,9846,3307
191611,2024,9846,3307
191613,2022,9846,3308
191613,2023,9846,3308
191613,2024,9846,3308
191614,2022,9846,908
191614,2023,9846,908
191614,2024,9846,908
191619,2022,22257,41
191619,2023,22257,41
191619,2024,22257,41
191640,2022,9846,3460
191640,2023,9846,3460
191640,2024,9846,3460
191642,2022,9846,3462
191642,2023,9846,3462
191642,2024,9846,3462
191643,2022,9846,3463
191643,2023,9846,3463
191643,2024,9846,3463
191652,2022,12368,431
191652,2023,12368,431
191652,2024,12368,431
191655,2022,12368,436
191655,2023,12368,436
191655,2024,12368,436
191663,2022,3511,8485
191663,2023,3511,8485
191663,2024,3511,8485
191665,2022,12368,424
191665,2023,12368,424
191665,2024,12368,424
191671,2022,3511,8469
191671,2023,3511,8469
191671,2024,3511,8469
191674,2022,12368,434
191674,2023,12368,434
191674,2024,12368,434
191682,2022,2138,3
191682,2023,2138,3
191682,2024,2138,3
191683,2022,2138,4
191683,2023,2138,4
191683,2024,2138,4
191684,2022,2138,5
191684,2023,2138,5
191684,2024,2138,5
191687,2022,2138,8
191687,2023,2138,8
191687,2024,2138,8
191689,2022,2138,10
191689,2023,2138,10
191689,2024,2138,10
191690,2022,2138,11
191690,2023,2138,11
191690,2024,2138,11
191692,2022,2138,13
191692,2023,2138,13
191692,2024,2138,13
191697,2022,9846,3660
191697,2023,9846,3660
191697,2024,9846,3660
191699,2022,9846,3661
191699,2023,9846,3661
1917,2022,3019,0
1917,2023,3019,0
1917,2024,3019,0
191701,2022,9846,3662
191701,2023,9846,3662
191701,2024,9846,3662
191702,2022,9846,3663
191702,2023,9846,3663
191702,2024,9846,3663
191704,2022,9846,3664
191704,2023,9846,3664
191704,2024,9846,3664
191708,2022,9846,3665
191708,2023,9846,3665
191708,2024,9846,3665
191710,2022,3510,4589
191710,2023,3510,4589
191710,2024,3510,4589
191713,2022,3510,4590
191713,2023,3510,4590
191713,2024,3510,4590
191714,2022,3510,4591
191714,2023,3510,4591
191714,2024,3510,4591
191717,2022,3510,4592
191717,2023,3510,4592
191717,2024,3510,4592
191721,2022,3510,4593
191721,2023,3510,4593
191721,2024,3510,4593
191723,2022,9846,3261
191723,2023,9846,3261
191723,2024,9846,3261
191725,2022,3510,4260
191725,2023,3510,4260
191725,2024,3510,4260
191728,2022,3511,7096
191728,2023,3511,7096
191728,2024,3511,7096
191732,2022,9846,3595
191732,2023,9846,3595
191732,2024,9846,3595
191736,2022,9846,3598
191736,2023,9846,3598
191736,2024,9846,3598
191740,2022,3511,7098
191740,2023,3511,7098
191740,2024,3511,7098
191745,2022,3510,4152
191745,2023,3510,4152
191745,2024,3510,4152
191751,2022,3510,4155
191751,2023,3510,4155
191751,2024,3510,4155
